,image,title,author,rating,review_count,product_link,publisher,publish_date,prices,rating_breakdown,ranking
68,https://m.media-amazon.com/images/I/81p7iel7fpL._AC_UY218_.jpg,"Raising Lazarus: Hope, Justice, and the Future of America's Overdose Crisis","Beth Macy  | Aug 16, 2022",4.5,110,/Raising-Lazarus-Justice-Americas-Overdose-ebook/dp/B09N3GVQ3G/ref=sr_1_69?qid=1680261489&sr=8-69&srs=17296221011,"Little, Brown and Company","Jan 1, 1970","{'Kindle': '$14.99', 'Audiobook': '$0.00', 'Hardcover': '$15.71', 'Paperback': '$19.99', 'Audio': '$45.00'}","['3', '4', '7', '16', '70']",[]
69,https://m.media-amazon.com/images/I/81WqM47lDhL._AC_UY218_.jpg,"The Last Slave Ship: The True Story of How Clotilda Was Found, Her Descendants, and an Extraordinary Reckoning","Ben Raines  | Jan 25, 2022",4.6,780,/Last-Slave-Ship-Descendants-Extraordinary/dp/1982136049/ref=sr_1_70?qid=1680261489&sr=8-70&srs=17296221011,Simon & Schuster,"Jan 1, 1970","{'Kindle': '$13.99', 'Audiobook': '$0.00', 'Hardcover': '$9.44', 'Paperback': '$13.95', 'Audio': '$24.93'}","['0', '2', '5', '20', '73']",[]
70,https://m.media-amazon.com/images/I/81bUOXfKm-L._AC_UY218_.jpg,Gilded Mountain: A Novel,"Kate Manning  | Nov 1, 2022",4.3,451,/Gilded-Mountain-Novel-Kate-Manning-ebook/dp/B09RX2RSSS/ref=sr_1_71?qid=1680261489&sr=8-71&srs=17296221011,Scribner,"Jan 1, 1970","{'Kindle': '$13.99', 'Audiobook': '$0.00', 'Hardcover': '$19.29', 'Paperback': '$18.00', 'Audio': '$36.59'}","['2', '3', '10', '35', '50']",[]
71,https://m.media-amazon.com/images/I/81JdbR46YlL._AC_UY218_.jpg,The Man Who Could Move Clouds: A Memoir,"Ingrid Rojas Contreras  | Jul 12, 2022",4.4,176,/Man-Who-Could-Move-Clouds/dp/0385546661/ref=sr_1_72?qid=1680261489&sr=8-72&srs=17296221011,Doubleday,"Jan 1, 1970","{'Kindle': '$14.99', 'Audiobook': '$0.00', 'Hardcover': '$22.49', 'Paperback': '$17.00'}","['1', '5', '11', '22', '61']",[]
72,https://m.media-amazon.com/images/I/71ftXOmRB0L._AC_UY218_.jpg,In Love: A Memoir of Love and Loss,"Amy Bloom  | Mar 8, 2022",4.5,"3,353",/Love-Memoir-Loss-ebook/dp/B096XGDWSX/ref=sr_1_73?qid=1680261489&sr=8-73&srs=17296221011,Random House,"Jan 1, 1970","{'Kindle': '$2.99', 'Audiobook': '$0.00', 'Hardcover': '$23.99', 'Paperback': '$16.20'}","['1', '2', '8', '20', '69']",[]
73,https://m.media-amazon.com/images/I/91NOQ55v6VL._AC_UY218_.jpg,The Come Up: An Oral History of the Rise of Hip-Hop,"Jonathan Abrams  | Oct 18, 2022",4.5,42,/Come-Up-Oral-History-Hip-Hop-ebook/dp/B09RF3R231/ref=sr_1_74?qid=1680261489&sr=8-74&srs=17296221011,Crown,"Jan 1, 1970","{'Kindle': '$13.99', 'Audiobook': '$0.00', 'Hardcover': '$24.49', 'Paperback': '$23.52'}","['0', '4', '6', '26', '64']",[]
74,https://m.media-amazon.com/images/I/81FiGKrI5PL._AC_UY218_.jpg,The Kaiju Preservation Society,"John Scalzi, Wil Wheaton, et al.",4.4,"7,934",/The-Kaiju-Preservation-Society/dp/B098G79B1Q/ref=sr_1_75?qid=1680261489&sr=8-75&srs=17296221011,Audible Studios,"March 15, 2022","{'Kindle': '$11.99', 'Audiobook': '$0.00', 'Hardcover': '$20.49', 'Paperback': '$17.99', 'Audio': '$18.43'}","['1', '2', '10', '29', '57']","['#662 in Audible Books & Originals (See Top 100 in Audible Books & Originals)', '#8 in First Contact Science Fiction (Audible Books & Originals)', '#18 in Alien Invasion Science Fiction', '#26 in Adventure Science Fiction']"
75,https://m.media-amazon.com/images/I/81NdR0rVXDL._AC_UY218_.jpg,Our Crooked Hearts: A Novel,"Melissa Albert  | Jun 28, 2022",4.3,625,/Our-Crooked-Hearts-Melissa-Albert-ebook/dp/B09HJXT4KW/ref=sr_1_76?qid=1680261489&sr=8-76&srs=17296221011,Flatiron Books,"Jan 1, 1970","{'Kindle': '$10.99', 'Audiobook': '$0.00', 'Hardcover': '$1.49', 'Paperback': '$12.99'}","['1', '1', '15', '33', '50']",[]
76,https://m.media-amazon.com/images/I/81bRujOgt7L._AC_UY218_.jpg,How to Speak Whale: A Voyage into the Future of Animal Communication,"Tom Mustill  | Sep 6, 2022",4.5,93,/How-Speak-Whale-Voyage-Communication-ebook/dp/B09PL5H8TT/ref=sr_1_77?qid=1680261489&sr=8-77&srs=17296221011,Grand Central Publishing,"Jan 1, 1970","{'Kindle': '$14.99', 'Audiobook': '$0.00', 'Hardcover': '$24.99', 'Paperback': '$18.99', 'Audio': '$26.74'}","['4', '0', '9', '17', '70']",[]
77,https://m.media-amazon.com/images/I/91T5iorvFbL._AC_UY218_.jpg,Corrections in Ink: A Memoir,"Keri Blakinger  | Jun 7, 2022",4.6,686,/Corrections-Ink-Memoir-Keri-Blakinger/dp/1250272858/ref=sr_1_78?qid=1680261489&sr=8-78&srs=17296221011,St. Martin's Press,"Jan 1, 1970","{'Kindle': '$14.99', 'Audiobook': '$0.00', 'Hardcover': '$15.99', 'Paperback': '$19.00'}","['1', '1', '6', '20', '73']",[]
78,https://m.media-amazon.com/images/I/81m4dJ8d9-L._AC_UY218_.jpg,Acceptance: A Memoir,"Emi Nietfeld  | Aug 2, 2022",4.5,439,/Acceptance-Memoir-Emi-Nietfeld-ebook/dp/B09KXS5KKL/ref=sr_1_79?qid=1680261489&sr=8-79&srs=17296221011,Penguin Press,"Jan 1, 1970","{'Kindle': '$14.99', 'Audiobook': '$0.00', 'Hardcover': '$10.28'}","['2', '1', '8', '22', '66']",[]
79,https://m.media-amazon.com/images/I/81en0hLe2+L._AC_UY218_.jpg,Tanqueray,"Brandon Stanton  and Stephanie Johnson | Jul 12, 2022",4.8,"2,252",/Tanqueray-Brandon-Stanton/dp/1250278279/ref=sr_1_80?qid=1680261489&sr=8-80&srs=17296221011,St. Martin's Press,"Jan 1, 1970","{'Kindle': '$12.99', 'Audiobook': '$0.00', 'Hardcover': '$12.33'}","['1', '1', '4', '10', '84']",[]
80,https://m.media-amazon.com/images/I/81SA3p4+x5L._AC_UY218_.jpg,"Like, Comment, Subscribe: Inside YouTube's Chaotic Rise to World Domination","Mark Bergen  | Sep 6, 2022",4.4,126,/Like-Comment-Subscribe-YouTubes-Domination/dp/0593296346/ref=sr_1_81?qid=1680261563&sr=8-81&srs=17296221011,Viking,"Jan 1, 1970","{'Kindle': '$15.99', 'Audiobook': '$0.00', 'Hardcover': '$20.49', 'Paperback': '$24.00'}","['1', '3', '13', '26', '57']",[]
81,https://m.media-amazon.com/images/I/71Bi-0uqa5L._AC_UY218_.jpg,The Hookup Plan,"Book 3 of 3: Boyfriend Project   |  Farrah Rochon  | Aug 2, 2022",4.4,658,/Hookup-Plan-Farrah-Rochon-ebook/dp/B09N3F3WV5/ref=sr_1_82?qid=1680261563&sr=8-82&srs=17296221011,Forever,"Jan 1, 1970","{'Kindle': '$3.99', 'Audiobook': '$0.00', 'Paperback': '$12.00', 'Audio': '$25.00'}","['0', '1', '9', '34', '56']",[]
82,https://m.media-amazon.com/images/I/91R769GgqeL._AC_UY218_.jpg,Lavender House: A Novel,"Lev AC Rosen  | Oct 18, 2022",4.4,320,/Lavender-House-Lev-AC-Rosen-ebook/dp/B09NK7VYGF/ref=sr_1_83?qid=1680261563&sr=8-83&srs=17296221011,Forge Books,"Jan 1, 1970","{'Kindle': '$13.99', 'Audiobook': '$0.00', 'Hardcover': '$25.31', 'Paperback': '$17.99'}","['1', '2', '12', '29', '56']",[]
83,https://m.media-amazon.com/images/I/71KWFLSchiL._AC_UY218_.jpg,His Name Is George Floyd: One Man's Life and the Struggle for Racial Justice,"Robert Samuels  and Toluse Olorunnipa  | May 17, 2022",4.7,218,/His-Name-George-Floyd-Struggle/dp/0593490614/ref=sr_1_84?qid=1680261563&sr=8-84&srs=17296221011,Viking,"Jan 1, 1970","{'Kindle': '$14.99', 'Audiobook': '$0.00', 'Hardcover': '$23.99', 'Paperback': '$23.06'}","['2', '3', '4', '9', '83']",[]
84,https://m.media-amazon.com/images/I/71Ib87d4ARL._AC_UY218_.jpg,The Unsinkable Greta James: A Novel,"Jennifer E. Smith  | Mar 1, 2022",4.3,"2,349",/Unsinkable-Greta-James-Novel-ebook/dp/B096D6BCTF/ref=sr_1_85?qid=1680261563&sr=8-85&srs=17296221011,Ballantine Books,"Jan 1, 1970","{'Kindle': '$11.99', 'Audiobook': '$0.00', 'Hardcover': '$15.49', 'Paperback': '$17.00'}","['1', '3', '13', '37', '47']",[]
85,https://m.media-amazon.com/images/I/81o0F4b9PdL._AC_UY218_.jpg,The First Kennedys: The Humble Roots of an American Dynasty,"Neal Thompson  | Feb 22, 2022",4.3,397,/First-Kennedys-Humble-American-Dynasty-ebook/dp/B08NWRR59W/ref=sr_1_86?qid=1680261563&sr=8-86&srs=17296221011,Mariner Books,"Jan 1, 1970","{'Kindle': '$12.99', 'Audiobook': '$0.00', 'Hardcover': '$19.85', 'Paperback': '$21.99', 'Audio': '$28.00'}","['4', '3', '11', '26', '57']",[]
86,https://m.media-amazon.com/images/I/91XHumXWseL._AC_UY218_.jpg,The Two Lives of Sara: A Novel,"Catherine Adel West  | Sep 6, 2022",4.2,198,/Two-Lives-Sara-Novel-ebook/dp/B09QQMXGYK/ref=sr_1_87?qid=1680261563&sr=8-87&srs=17296221011,Park Row,"Jan 1, 1970","{'Kindle': '$13.99', 'Audiobook': '$0.00', 'Hardcover': '$15.39', 'Paperback': '$16.99', 'Audio': '$23.52'}","['2', '2', '14', '35', '47']",[]
87,https://m.media-amazon.com/images/I/71cVYnvkN9L._AC_UY218_.jpg,Token Black Girl: A Memoir,"Danielle Prescod  | Oct 1, 2022",4.2,"3,210",/Token-Black-Girl-Danielle-Prescod-ebook/dp/B09KLLG3L2/ref=sr_1_88?qid=1680261563&sr=8-88&srs=17296221011,Little A,"Jan 1, 1970","{'Kindle': '$0.00', 'Audiobook': '$0.00', 'Hardcover': '$15.67', 'Paperback': '$10.99', 'Audio': '$13.72'}","['2', '4', '15', '29', '50']",[]
88,https://m.media-amazon.com/images/I/81sNPbR+VwL._AC_UY218_.jpg,Cabin Fever: The Harrowing Journey of a Cruise Ship at the Dawn of a Pandemic,"Michael Smith  and Jonathan Franklin  | Jun 21, 2022",4.5,530,/Cabin-Fever-Harrowing-Journey-Pandemic-ebook/dp/B09GW1HFDH/ref=sr_1_89?qid=1680261563&sr=8-89&srs=17296221011,Doubleday,"Jan 1, 1970","{'Kindle': '$14.99', 'Audiobook': '$0.00', 'Hardcover': '$24.49', 'Paperback': '$25.75'}","['1', '2', '7', '26', '64']",[]
89,https://m.media-amazon.com/images/I/81fcapAK1sL._AC_UY218_.jpg,The Final Strife: Book One of The Ending Fire Trilogy,"Book 1 of 2: The Ending Fire Trilogy   |  Saara El-Arifi  | Jun 21, 2022",4.6,350,/Final-Strife-Saara-El-Arifi-ebook/dp/B09HTH9QC3/ref=sr_1_90?qid=1680261563&sr=8-90&srs=17296221011,Del Rey,"Jan 1, 1970","{'Kindle': '$11.99', 'Audiobook': '$0.00', 'Hardcover': '$20.99', 'Paperback': '$18.00'}","['1', '2', '4', '23', '70']",[]
90,https://m.media-amazon.com/images/I/81ChpDzmdjL._AC_UY218_.jpg,Paris Daillencourt Is About to Crumble (Winner Bakes All Book 2),"Book 2 of 3: Winner Bakes All   |  Alexis Hall  | Nov 1, 2022",4.1,447,/Paris-Daillencourt-About-Crumble-Winner-ebook/dp/B09RWNW6LD/ref=sr_1_91?qid=1680261563&sr=8-91&srs=17296221011,Forever,"Jan 1, 1970","{'Kindle': '$9.99', 'Audiobook': '$0.00', 'Paperback': '$10.23', 'Audio': '$28.40'}","['0', '4', '19', '36', '40']",[]
91,https://m.media-amazon.com/images/I/71O2bNw-QSL._AC_UY218_.jpg,NSFW: A Novel,"Isabel Kaplan  | Jul 5, 2022",3.7,183,/NSFW-Novel-Isabel-Kaplan-ebook/dp/B09C4FV185/ref=sr_1_92?qid=1680261563&sr=8-92&srs=17296221011,Henry Holt and Co.,"Jan 1, 1970","{'Kindle': '$13.99', 'Audiobook': '$0.00', 'Hardcover': '$19.23', 'Paperback': '$17.26'}","['2', '12', '27', '31', '28']",[]
92,https://m.media-amazon.com/images/I/81tropLV-RS._AC_UY218_.jpg,Sleepwalk: A Novel,"Dan Chaon  | May 24, 2022",4.0,612,/Sleepwalk-Novel-Dan-Chaon-ebook/dp/B092T8V4W1/ref=sr_1_93?qid=1680261563&sr=8-93&srs=17296221011,Henry Holt and Co.,"Jan 1, 1970","{'Kindle': '$14.99', 'Audiobook': '$0.00', 'Hardcover': '$16.99', 'Paperback': '$17.99'}","['3', '6', '19', '33', '39']",[]
93,https://m.media-amazon.com/images/I/71JmatnPSPL._AC_UY218_.jpg,The Year of the Horses: A Memoir,"Courtney Maum  | Feb 14, 2023",4.1,154,/Year-Horses-Memoir-Courtney-Maum/dp/1953534821/ref=sr_1_94?qid=1680261563&sr=8-94&srs=17296221011,Tin House Books,"Jan 1, 1970","{'Kindle': '$13.49', 'Audiobook': '$0.00', 'Hardcover': '$25.11', 'Paperback': '$17.95', 'Audio': '$31.95'}","['6', '6', '12', '22', '53']",[]
94,https://m.media-amazon.com/images/I/91VEqtaf8YL._AC_UY218_.jpg,The Other Mother: A Novel,"Rachel M. Harper  | May 3, 2022",4.4,398,/Other-Mother-Rachel-M-Harper-ebook/dp/B096DH78WQ/ref=sr_1_95?qid=1680261563&sr=8-95&srs=17296221011,Counterpoint,"Jan 1, 1970","{'Kindle': '$13.99', 'Audiobook': '$0.00', 'Hardcover': '$24.64', 'Paperback': '$18.95'}","['2', '3', '9', '31', '55']",[]
95,https://m.media-amazon.com/images/I/81HeVWjFY7L._AC_UY218_.jpg,How to Kill Your Family: A Novel,"Bella Mackie  | Aug 2, 2022",4.0,"20,610",/How-Kill-Your-Family-Novel-ebook/dp/B09S3S9K5P/ref=sr_1_96?qid=1680261563&sr=8-96&srs=17296221011,The Overlook Press,"Jan 1, 1970","{'Kindle': '$9.99', 'Audiobook': '$0.00', 'Hardcover': '$18.28', 'Paperback': '$13.50', 'Audio': '$25.30'}","['3', '6', '18', '29', '43']",[]
96,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81CfG7QAs0L._AC_UY218_.jpg,Thank You for Listening: A Novel,Julia Whelan and HarperAudio,4.3,"2,189",/Audible-Thank-You-Listening-Novel/dp/B09K4K5LNG/ref=sr_1_97?qid=1680261638&sr=8-97&srs=17296221011,HarperAudio,"August 2, 2022","{'Kindle': '$8.99', 'Audiobook': '$0.00', 'Hardcover': '$19.29', 'Paperback': '$14.39', 'Audio': '$30.90'}","['1', '3', '14', '36', '47']","['#1,047 in Audible Books & Originals (See Top 100 in Audible Books & Originals)', '#6 in Friendship Fiction (Audible Books & Originals)', '#16 in Friendship Fiction (Books)', '#23 in Romantic Comedy (Audible Books & Originals)']"
97,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/91Biub6GqqL._AC_UY218_.jpg,Such Big Dreams: A Novel,"Reema Patel  | May 10, 2022",4.3,255,/Such-Big-Dreams-Reema-Patel-ebook/dp/B09H2NNGZV/ref=sr_1_98?qid=1680261638&sr=8-98&srs=17296221011,Ballantine Books,"Jan 1, 1970","{'Kindle': '$13.99', 'Audiobook': '$0.00', 'Hardcover': '$15.99', 'Paperback': '$18.00'}","['2', '0', '9', '38', '51']",[]
98,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81pIr-oANIL._AC_UY218_.jpg,The Community: A Memoir,"N. Jamiyla Chisholm  | Jun 1, 2022",3.9,"2,881",/Community-N-Jamiyla-Chisholm-ebook/dp/B0976VRCV1/ref=sr_1_99?qid=1680261638&sr=8-99&srs=17296221011,Little A,"Jan 1, 1970","{'Kindle': '$0.00', 'Audiobook': '$0.00', 'Hardcover': '$12.70', 'Paperback': '$12.26', 'Audio': '$5.62'}","['4', '7', '22', '30', '37']",[]
99,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71yazKQc-rL._AC_UY218_.jpg,By the Book-A Meant To Be Novel,,4.4,7,/Book-Meant-be-Novel/dp/1368050395/ref=sr_1_100?qid=1680261638&sr=8-100&srs=17296221011,Hyperion Avenue,"Jan 1, 1970",{'Hardcover': '$27.23'},"['0', '15', '0', '19', '66']",[]
